conditionA,conditionB,conditionLabel,model,age,sex,risk
HEART,HEART,(AA)  HEART-HEART,deathrisk,50,male,0.012526
HEART,HEART,(AA)  HEART-HEART,deathrisk,51,male,0.013861
HEART,HEART,(AA)  HEART-HEART,deathrisk,52,male,0.015225
HEART,HEART,(AA)  HEART-HEART,deathrisk,53,male,0.016803
HEART,HEART,(AA)  HEART-HEART,deathrisk,54,male,0.018645
HEART,HEART,(AA)  HEART-HEART,deathrisk,55,male,0.020793
HEART,HEART,(AA)  HEART-HEART,deathrisk,56,male,0.022743
HEART,HEART,(AA)  HEART-HEART,deathrisk,57,male,0.024756
HEART,HEART,(AA)  HEART-HEART,deathrisk,58,male,0.027988
HEART,HEART,(AA)  HEART-HEART,deathrisk,59,male,0.031682
HEART,HEART,(AA)  HEART-HEART,deathrisk,60,male,0.035083
HEART,HEART,(AA)  HEART-HEART,deathrisk,61,male,0.03836
HEART,HEART,(AA)  HEART-HEART,deathrisk,62,male,0.042229
HEART,HEART,(AA)  HEART-HEART,deathrisk,63,male,0.044642
HEART,HEART,(AA)  HEART-HEART,deathrisk,64,male,0.050304
HEART,HEART,(AA)  HEART-HEART,deathrisk,65,male,0.055909
HEART,HEART,(AA)  HEART-HEART,deathrisk,66,male,0.060655
HEART,HEART,(AA)  HEART-HEART,deathrisk,67,male,0.06714
HEART,HEART,(AA)  HEART-HEART,deathrisk,68,male,0.076351
HEART,HEART,(AA)  HEART-HEART,deathrisk,69,male,0.082247
HEART,HEART,(AA)  HEART-HEART,deathrisk,70,male,0.087478
HEART,HEART,(AA)  HEART-HEART,deathrisk,71,male,0.094699
HEART,HEART,(AA)  HEART-HEART,deathrisk,72,male,0.099385
HEART,HEART,(AA)  HEART-HEART,deathrisk,73,male,0.1035
HEART,HEART,(AA)  HEART-HEART,deathrisk,74,male,0.11081
HEART,HEART,(AA)  HEART-HEART,deathrisk,75,male,0.12208
HEART,HEART,(AA)  HEART-HEART,deathrisk,76,male,0.13394
HEART,HEART,(AA)  HEART-HEART,deathrisk,77,male,0.14581
HEART,HEART,(AA)  HEART-HEART,deathrisk,78,male,0.16264
HEART,HEART,(AA)  HEART-HEART,deathrisk,79,male,0.17561
HEART,HEART,(AA)  HEART-HEART,deathrisk,80,male,0.19056
HEART,HEART,(AA)  HEART-HEART,deathrisk,81,male,0.20485
HEART,HEART,(AA)  HEART-HEART,deathrisk,82,male,0.22368
HEART,HEART,(AA)  HEART-HEART,deathrisk,83,male,0.23516
HEART,HEART,(AA)  HEART-HEART,deathrisk,84,male,0.25108
HEART,HEART,(AA)  HEART-HEART,deathrisk,85,male,0.26231
HEART,HEART,(AA)  HEART-HEART,deathrisk,86,male,0.27245
HEART,HEART,(AA)  HEART-HEART,deathrisk,87,male,0.27625
HEART,HEART,(AA)  HEART-HEART,deathrisk,88,male,0.28297
HEART,CKD,(AB)  HEART-CKD,deathrisk,15,male,0.0021292
HEART,CKD,(AB)  HEART-CKD,deathrisk,16,male,0.0021595
HEART,CKD,(AB)  HEART-CKD,deathrisk,17,male,0.0022032
HEART,CKD,(AB)  HEART-CKD,deathrisk,18,male,0.002265
HEART,CKD,(AB)  HEART-CKD,deathrisk,19,male,0.0024885
HEART,CKD,(AB)  HEART-CKD,deathrisk,20,male,0.0038036
HEART,CKD,(AB)  HEART-CKD,deathrisk,21,male,0.0051715
HEART,CKD,(AB)  HEART-CKD,deathrisk,22,male,0.0065139
HEART,CKD,(AB)  HEART-CKD,deathrisk,23,male,0.0078567
HEART,CKD,(AB)  HEART-CKD,deathrisk,24,male,0.0090379
HEART,CKD,(AB)  HEART-CKD,deathrisk,25,male,0.0090912
HEART,CKD,(AB)  HEART-CKD,deathrisk,26,male,0.0090916
HEART,CKD,(AB)  HEART-CKD,deathrisk,27,male,0.01036
HEART,CKD,(AB)  HEART-CKD,deathrisk,28,male,0.011628
HEART,CKD,(AB)  HEART-CKD,deathrisk,29,male,0.012946
HEART,CKD,(AB)  HEART-CKD,deathrisk,30,male,0.013945
HEART,CKD,(AB)  HEART-CKD,deathrisk,31,male,0.014833
HEART,CKD,(AB)  HEART-CKD,deathrisk,32,male,0.01566
HEART,CKD,(AB)  HEART-CKD,deathrisk,33,male,0.016333
HEART,CKD,(AB)  HEART-CKD,deathrisk,34,male,0.017785
HEART,CKD,(AB)  HEART-CKD,deathrisk,35,male,0.019557
HEART,CKD,(AB)  HEART-CKD,deathrisk,36,male,0.021438
HEART,CKD,(AB)  HEART-CKD,deathrisk,37,male,0.022927
HEART,CKD,(AB)  HEART-CKD,deathrisk,38,male,0.024569
HEART,CKD,(AB)  HEART-CKD,deathrisk,39,male,0.026036
HEART,CKD,(AB)  HEART-CKD,deathrisk,40,male,0.026618
HEART,CKD,(AB)  HEART-CKD,deathrisk,41,male,0.027385
HEART,CKD,(AB)  HEART-CKD,deathrisk,42,male,0.028165
HEART,CKD,(AB)  HEART-CKD,deathrisk,43,male,0.029014
HEART,CKD,(AB)  HEART-CKD,deathrisk,44,male,0.029162
HEART,CKD,(AB)  HEART-CKD,deathrisk,45,male,0.031871
HEART,CKD,(AB)  HEART-CKD,deathrisk,46,male,0.034393
HEART,CKD,(AB)  HEART-CKD,deathrisk,47,male,0.035798
HEART,CKD,(AB)  HEART-CKD,deathrisk,48,male,0.037204
HEART,CKD,(AB)  HEART-CKD,deathrisk,49,male,0.038659
HEART,CKD,(AB)  HEART-CKD,deathrisk,50,male,0.03821
HEART,CKD,(AB)  HEART-CKD,deathrisk,51,male,0.038046
HEART,CKD,(AB)  HEART-CKD,deathrisk,52,male,0.038772
HEART,CKD,(AB)  HEART-CKD,deathrisk,53,male,0.039589
HEART,CKD,(AB)  HEART-CKD,deathrisk,54,male,0.04083
HEART,CKD,(AB)  HEART-CKD,deathrisk,55,male,0.044717
HEART,CKD,(AB)  HEART-CKD,deathrisk,56,male,0.048575
HEART,CKD,(AB)  HEART-CKD,deathrisk,57,male,0.052246
HEART,CKD,(AB)  HEART-CKD,deathrisk,58,male,0.058146
HEART,CKD,(AB)  HEART-CKD,deathrisk,59,male,0.064811
HEART,CKD,(AB)  HEART-CKD,deathrisk,60,male,0.070775
HEART,CKD,(AB)  HEART-CKD,deathrisk,61,male,0.076483
HEART,CKD,(AB)  HEART-CKD,deathrisk,62,male,0.084971
HEART,CKD,(AB)  HEART-CKD,deathrisk,63,male,0.09107
HEART,CKD,(AB)  HEART-CKD,deathrisk,64,male,0.10047
HEART,CKD,(AB)  HEART-CKD,deathrisk,65,male,0.10868
HEART,CKD,(AB)  HEART-CKD,deathrisk,66,male,0.11546
HEART,CKD,(AB)  HEART-CKD,deathrisk,67,male,0.12084
HEART,CKD,(AB)  HEART-CKD,deathrisk,68,male,0.12846
HEART,CKD,(AB)  HEART-CKD,deathrisk,69,male,0.13187
HEART,CKD,(AB)  HEART-CKD,deathrisk,70,male,0.13498
HEART,CKD,(AB)  HEART-CKD,deathrisk,71,male,0.14036
HEART,CKD,(AB)  HEART-CKD,deathrisk,72,male,0.14394
HEART,CKD,(AB)  HEART-CKD,deathrisk,73,male,0.14668
HEART,CKD,(AB)  HEART-CKD,deathrisk,74,male,0.15357
HEART,CKD,(AB)  HEART-CKD,deathrisk,75,male,0.16387
HEART,CKD,(AB)  HEART-CKD,deathrisk,76,male,0.17541
HEART,CKD,(AB)  HEART-CKD,deathrisk,77,male,0.18695
HEART,CKD,(AB)  HEART-CKD,deathrisk,78,male,0.20548
HEART,CKD,(AB)  HEART-CKD,deathrisk,79,male,0.21957
HEART,CKD,(AB)  HEART-CKD,deathrisk,80,male,0.2371
HEART,CKD,(AB)  HEART-CKD,deathrisk,81,male,0.2538
HEART,CKD,(AB)  HEART-CKD,deathrisk,82,male,0.27527
HEART,CKD,(AB)  HEART-CKD,deathrisk,83,male,0.28809
HEART,CKD,(AB)  HEART-CKD,deathrisk,84,male,0.30587
HEART,CKD,(AB)  HEART-CKD,deathrisk,85,male,0.31814
HEART,CKD,(AB)  HEART-CKD,deathrisk,86,male,0.32919
HEART,CKD,(AB)  HEART-CKD,deathrisk,87,male,0.33342
HEART,CKD,(AB)  HEART-CKD,deathrisk,88,male,0.34093
HEART,HYP,(AC)  HEART-HYP,deathrisk,15,male,0.00037639
HEART,HYP,(AC)  HEART-HYP,deathrisk,16,male,0.00038079
HEART,HYP,(AC)  HEART-HYP,deathrisk,17,male,0.00039123
HEART,HYP,(AC)  HEART-HYP,deathrisk,18,male,0.00044919
HEART,HYP,(AC)  HEART-HYP,deathrisk,19,male,0.00055339
HEART,HYP,(AC)  HEART-HYP,deathrisk,20,male,0.00070245
HEART,HYP,(AC)  HEART-HYP,deathrisk,21,male,0.00089576
HEART,HYP,(AC)  HEART-HYP,deathrisk,22,male,0.001122
HEART,HYP,(AC)  HEART-HYP,deathrisk,23,male,0.0013048
HEART,HYP,(AC)  HEART-HYP,deathrisk,24,male,0.0014402
HEART,HYP,(AC)  HEART-HYP,deathrisk,25,male,0.001573
HEART,HYP,(AC)  HEART-HYP,deathrisk,26,male,0.0017033
HEART,HYP,(AC)  HEART-HYP,deathrisk,27,male,0.0018383
HEART,HYP,(AC)  HEART-HYP,deathrisk,28,male,0.002027
HEART,HYP,(AC)  HEART-HYP,deathrisk,29,male,0.0022777
HEART,HYP,(AC)  HEART-HYP,deathrisk,30,male,0.0025591
HEART,HYP,(AC)  HEART-HYP,deathrisk,31,male,0.0028774
HEART,HYP,(AC)  HEART-HYP,deathrisk,32,male,0.0032728
HEART,HYP,(AC)  HEART-HYP,deathrisk,33,male,0.0037253
HEART,HYP,(AC)  HEART-HYP,deathrisk,34,male,0.0042223
HEART,HYP,(AC)  HEART-HYP,deathrisk,35,male,0.0046738
HEART,HYP,(AC)  HEART-HYP,deathrisk,36,male,0.0050678
HEART,HYP,(AC)  HEART-HYP,deathrisk,37,male,0.0053564
HEART,HYP,(AC)  HEART-HYP,deathrisk,38,male,0.0054969
HEART,HYP,(AC)  HEART-HYP,deathrisk,39,male,0.0054957
HEART,HYP,(AC)  HEART-HYP,deathrisk,40,male,0.0055736
HEART,HYP,(AC)  HEART-HYP,deathrisk,41,male,0.0057534
HEART,HYP,(AC)  HEART-HYP,deathrisk,42,male,0.0060062
HEART,HYP,(AC)  HEART-HYP,deathrisk,43,male,0.0065478
HEART,HYP,(AC)  HEART-HYP,deathrisk,44,male,0.0073781
HEART,HYP,(AC)  HEART-HYP,deathrisk,45,male,0.008259
HEART,HYP,(AC)  HEART-HYP,deathrisk,46,male,0.0091617
HEART,HYP,(AC)  HEART-HYP,deathrisk,47,male,0.010117
HEART,HYP,(AC)  HEART-HYP,deathrisk,48,male,0.011032
HEART,HYP,(AC)  HEART-HYP,deathrisk,49,male,0.011972
HEART,HYP,(AC)  HEART-HYP,deathrisk,50,male,0.013031
HEART,HYP,(AC)  HEART-HYP,deathrisk,51,male,0.014266
HEART,HYP,(AC)  HEART-HYP,deathrisk,52,male,0.015654
HEART,HYP,(AC)  HEART-HYP,deathrisk,53,male,0.01726
HEART,HYP,(AC)  HEART-HYP,deathrisk,54,male,0.018978
HEART,HYP,(AC)  HEART-HYP,deathrisk,55,male,0.020819
HEART,HYP,(AC)  HEART-HYP,deathrisk,56,male,0.022985
HEART,HYP,(AC)  HEART-HYP,deathrisk,57,male,0.025592
HEART,HYP,(AC)  HEART-HYP,deathrisk,58,male,0.02845
HEART,HYP,(AC)  HEART-HYP,deathrisk,59,male,0.031574
HEART,HYP,(AC)  HEART-HYP,deathrisk,60,male,0.035068
HEART,HYP,(AC)  HEART-HYP,deathrisk,61,male,0.038399
HEART,HYP,(AC)  HEART-HYP,deathrisk,62,male,0.042124
HEART,HYP,(AC)  HEART-HYP,deathrisk,63,male,0.046289
HEART,HYP,(AC)  HEART-HYP,deathrisk,64,male,0.050748
HEART,HYP,(AC)  HEART-HYP,deathrisk,65,male,0.05573
HEART,HYP,(AC)  HEART-HYP,deathrisk,66,male,0.062072
HEART,HYP,(AC)  HEART-HYP,deathrisk,67,male,0.06846
HEART,HYP,(AC)  HEART-HYP,deathrisk,68,male,0.074774
HEART,HYP,(AC)  HEART-HYP,deathrisk,69,male,0.081583
HEART,HYP,(AC)  HEART-HYP,deathrisk,70,male,0.088032
HEART,HYP,(AC)  HEART-HYP,deathrisk,71,male,0.093462
HEART,HYP,(AC)  HEART-HYP,deathrisk,72,male,0.099174
HEART,HYP,(AC)  HEART-HYP,deathrisk,73,male,0.10609
HEART,HYP,(AC)  HEART-HYP,deathrisk,74,male,0.11394
HEART,HYP,(AC)  HEART-HYP,deathrisk,75,male,0.12323
HEART,HYP,(AC)  HEART-HYP,deathrisk,76,male,0.13505
HEART,HYP,(AC)  HEART-HYP,deathrisk,77,male,0.14802
HEART,HYP,(AC)  HEART-HYP,deathrisk,78,male,0.16171
HEART,HYP,(AC)  HEART-HYP,deathrisk,79,male,0.17589
HEART,HYP,(AC)  HEART-HYP,deathrisk,80,male,0.19147
HEART,HYP,(AC)  HEART-HYP,deathrisk,81,male,0.20597
HEART,HYP,(AC)  HEART-HYP,deathrisk,82,male,0.22107
HEART,HYP,(AC)  HEART-HYP,deathrisk,83,male,0.23542
HEART,HYP,(AC)  HEART-HYP,deathrisk,84,male,0.24894
HEART,HYP,(AC)  HEART-HYP,deathrisk,85,male,0.25945
HEART,HYP,(AC)  HEART-HYP,deathrisk,86,male,0.26901
HEART,HYP,(AC)  HEART-HYP,deathrisk,87,male,0.2735
HEART,HYP,(AC)  HEART-HYP,deathrisk,88,male,0.27723
HEART,DM2,(AD)  HEART-DM2,deathrisk,15,male,0.00042346
HEART,DM2,(AD)  HEART-DM2,deathrisk,16,male,0.00042842
HEART,DM2,(AD)  HEART-DM2,deathrisk,17,male,0.00044016
HEART,DM2,(AD)  HEART-DM2,deathrisk,18,male,0.00050887
HEART,DM2,(AD)  HEART-DM2,deathrisk,19,male,0.00063318
HEART,DM2,(AD)  HEART-DM2,deathrisk,20,male,0.00081156
HEART,DM2,(AD)  HEART-DM2,deathrisk,21,male,0.0010473
HEART,DM2,(AD)  HEART-DM2,deathrisk,22,male,0.0013276
HEART,DM2,(AD)  HEART-DM2,deathrisk,23,male,0.0015594
HEART,DM2,(AD)  HEART-DM2,deathrisk,24,male,0.0017384
HEART,DM2,(AD)  HEART-DM2,deathrisk,25,male,0.0019251
HEART,DM2,(AD)  HEART-DM2,deathrisk,26,male,0.0021117
HEART,DM2,(AD)  HEART-DM2,deathrisk,27,male,0.0023066
HEART,DM2,(AD)  HEART-DM2,deathrisk,28,male,0.0025663
HEART,DM2,(AD)  HEART-DM2,deathrisk,29,male,0.0029089
HEART,DM2,(AD)  HEART-DM2,deathrisk,30,male,0.00329
HEART,DM2,(AD)  HEART-DM2,deathrisk,31,male,0.0037214
HEART,DM2,(AD)  HEART-DM2,deathrisk,32,male,0.0042727
HEART,DM2,(AD)  HEART-DM2,deathrisk,33,male,0.0049258
HEART,DM2,(AD)  HEART-DM2,deathrisk,34,male,0.0056486
HEART,DM2,(AD)  HEART-DM2,deathrisk,35,male,0.0063901
HEART,DM2,(AD)  HEART-DM2,deathrisk,36,male,0.0071344
HEART,DM2,(AD)  HEART-DM2,deathrisk,37,male,0.0078218
HEART,DM2,(AD)  HEART-DM2,deathrisk,38,male,0.008395
HEART,DM2,(AD)  HEART-DM2,deathrisk,39,male,0.0088699
HEART,DM2,(AD)  HEART-DM2,deathrisk,40,male,0.0094747
HEART,DM2,(AD)  HEART-DM2,deathrisk,41,male,0.010249
HEART,DM2,(AD)  HEART-DM2,deathrisk,42,male,0.011104
HEART,DM2,(AD)  HEART-DM2,deathrisk,43,male,0.012381
HEART,DM2,(AD)  HEART-DM2,deathrisk,44,male,0.014082
HEART,DM2,(AD)  HEART-DM2,deathrisk,45,male,0.015824
HEART,DM2,(AD)  HEART-DM2,deathrisk,46,male,0.017553
HEART,DM2,(AD)  HEART-DM2,deathrisk,47,male,0.019339
HEART,DM2,(AD)  HEART-DM2,deathrisk,48,male,0.020972
HEART,DM2,(AD)  HEART-DM2,deathrisk,49,male,0.022572
HEART,DM2,(AD)  HEART-DM2,deathrisk,50,male,0.024292
HEART,DM2,(AD)  HEART-DM2,deathrisk,51,male,0.026229
HEART,DM2,(AD)  HEART-DM2,deathrisk,52,male,0.02832
HEART,DM2,(AD)  HEART-DM2,deathrisk,53,male,0.030503
HEART,DM2,(AD)  HEART-DM2,deathrisk,54,male,0.032579
HEART,DM2,(AD)  HEART-DM2,deathrisk,55,male,0.03456
HEART,DM2,(AD)  HEART-DM2,deathrisk,56,male,0.036551
HEART,DM2,(AD)  HEART-DM2,deathrisk,57,male,0.038889
HEART,DM2,(AD)  HEART-DM2,deathrisk,58,male,0.041512
HEART,DM2,(AD)  HEART-DM2,deathrisk,59,male,0.044466
HEART,DM2,(AD)  HEART-DM2,deathrisk,60,male,0.04792
HEART,DM2,(AD)  HEART-DM2,deathrisk,61,male,0.051366
HEART,DM2,(AD)  HEART-DM2,deathrisk,62,male,0.055326
HEART,DM2,(AD)  HEART-DM2,deathrisk,63,male,0.059824
HEART,DM2,(AD)  HEART-DM2,deathrisk,64,male,0.064687
HEART,DM2,(AD)  HEART-DM2,deathrisk,65,male,0.07025
HEART,DM2,(AD)  HEART-DM2,deathrisk,66,male,0.077469
HEART,DM2,(AD)  HEART-DM2,deathrisk,67,male,0.08474
HEART,DM2,(AD)  HEART-DM2,deathrisk,68,male,0.091931
HEART,DM2,(AD)  HEART-DM2,deathrisk,69,male,0.099726
HEART,DM2,(AD)  HEART-DM2,deathrisk,70,male,0.10703
HEART,DM2,(AD)  HEART-DM2,deathrisk,71,male,0.11301
HEART,DM2,(AD)  HEART-DM2,deathrisk,72,male,0.11907
HEART,DM2,(AD)  HEART-DM2,deathrisk,73,male,0.12623
HEART,DM2,(AD)  HEART-DM2,deathrisk,74,male,0.13396
HEART,DM2,(AD)  HEART-DM2,deathrisk,75,male,0.14288
HEART,DM2,(AD)  HEART-DM2,deathrisk,76,male,0.15434
HEART,DM2,(AD)  HEART-DM2,deathrisk,77,male,0.16704
HEART,DM2,(AD)  HEART-DM2,deathrisk,78,male,0.18037
HEART,DM2,(AD)  HEART-DM2,deathrisk,79,male,0.19442
HEART,DM2,(AD)  HEART-DM2,deathrisk,80,male,0.21006
HEART,DM2,(AD)  HEART-DM2,deathrisk,81,male,0.22379
HEART,DM2,(AD)  HEART-DM2,deathrisk,82,male,0.23629
HEART,DM2,(AD)  HEART-DM2,deathrisk,83,male,0.24698
HEART,DM2,(AD)  HEART-DM2,deathrisk,84,male,0.25677
HEART,DM2,(AD)  HEART-DM2,deathrisk,85,male,0.26353
HEART,DM2,(AD)  HEART-DM2,deathrisk,86,male,0.27017
HEART,DM2,(AD)  HEART-DM2,deathrisk,87,male,0.2735
HEART,DM2,(AD)  HEART-DM2,deathrisk,88,male,0.27723
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,15,male,0.00030038
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,16,male,0.00030389
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,17,male,0.00031222
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,18,male,0.00035849
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,19,male,0.00044167
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,20,male,0.00056066
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,21,male,0.00071498
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,22,male,0.00089563
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,23,male,0.0010415
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,24,male,0.0011496
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,25,male,0.0012549
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,26,male,0.0013573
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,27,male,0.0014628
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,28,male,0.0016079
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,29,male,0.0018008
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,30,male,0.0020175
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,31,male,0.0022628
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,32,male,0.0025685
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,33,male,0.0029234
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,34,male,0.0033141
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,35,male,0.0037079
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,36,male,0.0040955
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,37,male,0.0044465
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,38,male,0.0047307
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,39,male,0.0049546
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,40,male,0.0052475
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,41,male,0.0056317
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,42,male,0.0060713
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,43,male,0.0067544
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,44,male,0.0076808
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,45,male,0.0086354
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,46,male,0.0095831
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,47,male,0.010552
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,48,male,0.011444
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,49,male,0.012323
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,50,male,0.013308
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,51,male,0.014464
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,52,male,0.015849
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,53,male,0.017415
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,54,male,0.019099
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,55,male,0.020921
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,56,male,0.023079
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,57,male,0.02561
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,58,male,0.02845
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,59,male,0.031574
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,60,male,0.035068
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,61,male,0.038399
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,62,male,0.042124
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,63,male,0.046289
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,64,male,0.050748
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,65,male,0.05573
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,66,male,0.062072
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,67,male,0.06846
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,68,male,0.074774
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,69,male,0.081583
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,70,male,0.088032
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,71,male,0.093462
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,72,male,0.099174
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,73,male,0.10609
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,74,male,0.11394
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,75,male,0.12323
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,76,male,0.13505
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,77,male,0.14802
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,78,male,0.16171
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,79,male,0.17589
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,80,male,0.19147
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,81,male,0.20597
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,82,male,0.22107
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,83,male,0.23542
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,84,male,0.24894
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,85,male,0.25945
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,86,male,0.26901
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,87,male,0.2735
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,88,male,0.27723
HEART,HYL,(AF)  HEART-HYL,deathrisk,15,male,0.00056441
HEART,HYL,(AF)  HEART-HYL,deathrisk,16,male,0.00057245
HEART,HYL,(AF)  HEART-HYL,deathrisk,17,male,0.00058405
HEART,HYL,(AF)  HEART-HYL,deathrisk,18,male,0.00060048
HEART,HYL,(AF)  HEART-HYL,deathrisk,19,male,0.00065986
HEART,HYL,(AF)  HEART-HYL,deathrisk,20,male,0.0010058
HEART,HYL,(AF)  HEART-HYL,deathrisk,21,male,0.0013658
HEART,HYL,(AF)  HEART-HYL,deathrisk,22,male,0.0017191
HEART,HYL,(AF)  HEART-HYL,deathrisk,23,male,0.0020724
HEART,HYL,(AF)  HEART-HYL,deathrisk,24,male,0.0023828
HEART,HYL,(AF)  HEART-HYL,deathrisk,25,male,0.0023969
HEART,HYL,(AF)  HEART-HYL,deathrisk,26,male,0.002397
HEART,HYL,(AF)  HEART-HYL,deathrisk,27,male,0.0027226
HEART,HYL,(AF)  HEART-HYL,deathrisk,28,male,0.0030482
HEART,HYL,(AF)  HEART-HYL,deathrisk,29,male,0.0033869
HEART,HYL,(AF)  HEART-HYL,deathrisk,30,male,0.0037784
HEART,HYL,(AF)  HEART-HYL,deathrisk,31,male,0.0042336
HEART,HYL,(AF)  HEART-HYL,deathrisk,32,male,0.0047852
HEART,HYL,(AF)  HEART-HYL,deathrisk,33,male,0.0053815
HEART,HYL,(AF)  HEART-HYL,deathrisk,34,male,0.006292
HEART,HYL,(AF)  HEART-HYL,deathrisk,35,male,0.0071495
HEART,HYL,(AF)  HEART-HYL,deathrisk,36,male,0.0079434
HEART,HYL,(AF)  HEART-HYL,deathrisk,37,male,0.0085232
HEART,HYL,(AF)  HEART-HYL,deathrisk,38,male,0.0090582
HEART,HYL,(AF)  HEART-HYL,deathrisk,39,male,0.0096203
HEART,HYL,(AF)  HEART-HYL,deathrisk,40,male,0.0098421
HEART,HYL,(AF)  HEART-HYL,deathrisk,41,male,0.010064
HEART,HYL,(AF)  HEART-HYL,deathrisk,42,male,0.011292
HEART,HYL,(AF)  HEART-HYL,deathrisk,43,male,0.012686
HEART,HYL,(AF)  HEART-HYL,deathrisk,44,male,0.013768
HEART,HYL,(AF)  HEART-HYL,deathrisk,45,male,0.016278
HEART,HYL,(AF)  HEART-HYL,deathrisk,46,male,0.018787
HEART,HYL,(AF)  HEART-HYL,deathrisk,47,male,0.020831
HEART,HYL,(AF)  HEART-HYL,deathrisk,48,male,0.02276
HEART,HYL,(AF)  HEART-HYL,deathrisk,49,male,0.024646
HEART,HYL,(AF)  HEART-HYL,deathrisk,50,male,0.027361
HEART,HYL,(AF)  HEART-HYL,deathrisk,51,male,0.030778
HEART,HYL,(AF)  HEART-HYL,deathrisk,52,male,0.033748
HEART,HYL,(AF)  HEART-HYL,deathrisk,53,male,0.037177
HEART,HYL,(AF)  HEART-HYL,deathrisk,54,male,0.041175
HEART,HYL,(AF)  HEART-HYL,deathrisk,55,male,0.045778
